village_id,provider,state,district,block,village,lgd_code,latitude,longitude,coordinate_source,tower_count,nearest_tower_km,strongest_signal_dbm,village_ookla_download_mbps,village_ookla_upload_mbps,village_ookla_tests,village_ookla_distance_km,provider_ookla_download_mbps,provider_ookla_upload_mbps,provider_ookla_tests,coverage_score,assessment_note
42,Jio,Odisha,Koraput,Koraput,Ariputraghati,429983,18.78974516741233,82.94933205731252,lgd_master,42.0,3.7872692902860803,,113.212,12.785,4.0,2.047368315881313,,,,Moderate,nearest tower 3.79 km; 42 tower(s) within radius; village Ookla 113.2 Mbps; nearest Ookla tile 2.05 km
42,Vodafone Idea,Odisha,Koraput,Koraput,Ariputraghati,429983,18.78974516741233,82.94933205731252,lgd_master,4.0,3.7872692902860803,,113.212,12.785,4.0,2.047368315881313,,,,Moderate,nearest tower 3.79 km; 4 tower(s) within radius; village Ookla 113.2 Mbps; nearest Ookla tile 2.05 km
49,Airtel,Odisha,Koraput,Koraput,Badamput,428962,18.84754320478358,82.72160369572794,lgd_master,54.0,3.8051895699053246,,217.191,30.014,5.0,2.4251604611235713,,,,Moderate,nearest tower 3.81 km; 54 tower(s) within radius; village Ookla 217.2 Mbps; nearest Ookla tile 2.43 km
49,BSNL,Odisha,Koraput,Koraput,Badamput,428962,18.84754320478358,82.72160369572794,lgd_master,48.0,3.053461147404727,,217.191,30.014,5.0,2.4251604611235713,,,,Moderate,nearest tower 3.05 km; 48 tower(s) within radius; village Ookla 217.2 Mbps; nearest Ookla tile 2.43 km
49,Jio,Odisha,Koraput,Koraput,Badamput,428962,18.84754320478358,82.72160369572794,lgd_master,7.0,4.331908393631438,,217.191,30.014,5.0,2.4251604611235713,,,,Moderate,nearest tower 4.33 km; 7 tower(s) within radius; village Ookla 217.2 Mbps; nearest Ookla tile 2.43 km
49,Vodafone Idea,Odisha,Koraput,Koraput,Badamput,428962,18.84754320478358,82.72160369572794,lgd_master,,,,217.191,30.014,5.0,2.4251604611235713,,,,Moderate,village Ookla 217.2 Mbps; nearest Ookla tile 2.43 km
24,Airtel,Odisha,Koraput,Koraput,Bagra,428891,18.91957837965839,82.68682915481472,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
24,BSNL,Odisha,Koraput,Koraput,Bagra,428891,18.91957837965839,82.68682915481472,lgd_master,1.0,7.735131716960507,,,,,,,,,Weak,nearest tower 7.74 km; 1 tower(s) within radius
24,Jio,Odisha,Koraput,Koraput,Bagra,428891,18.91957837965839,82.68682915481472,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
24,Vodafone Idea,Odisha,Koraput,Koraput,Bagra,428891,18.91957837965839,82.68682915481472,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
91,Airtel,Odisha,Koraput,Koraput,Barangaput,959635,18.77827357776655,82.90776096401284,lgd_master,37.0,1.5825096625918285,,206.586,3.146,1.0,0.6744664358580733,,,,Strong,nearest tower 1.58 km; 37 tower(s) within radius; village Ookla 206.6 Mbps; nearest Ookla tile 0.67 km
91,BSNL,Odisha,Koraput,Koraput,Barangaput,959635,18.77827357776655,82.90776096401284,lgd_master,72.0,1.5825096625918285,,206.586,3.146,1.0,0.6744664358580733,,,,Strong,nearest tower 1.58 km; 72 tower(s) within radius; village Ookla 206.6 Mbps; nearest Ookla tile 0.67 km
91,Jio,Odisha,Koraput,Koraput,Barangaput,959635,18.77827357776655,82.90776096401284,lgd_master,45.0,1.5825096625918285,,206.586,3.146,1.0,0.6744664358580733,,,,Strong,nearest tower 1.58 km; 45 tower(s) within radius; village Ookla 206.6 Mbps; nearest Ookla tile 0.67 km
91,Vodafone Idea,Odisha,Koraput,Koraput,Barangaput,959635,18.77827357776655,82.90776096401284,lgd_master,8.0,1.5825096625918285,,206.586,3.146,1.0,0.6744664358580733,,,,Strong,nearest tower 1.58 km; 8 tower(s) within radius; village Ookla 206.6 Mbps; nearest Ookla tile 0.67 km
68,Airtel,Odisha,Koraput,Koraput,Basuput,428957,18.84478712679008,82.76688677741701,lgd_master,49.0,6.26501916404329,,,,,,,,,Weak,nearest tower 6.27 km; 49 tower(s) within radius
68,BSNL,Odisha,Koraput,Koraput,Basuput,428957,18.84478712679008,82.76688677741701,lgd_master,53.0,1.4801613925136654,,,,,,,,,Strong,nearest tower 1.48 km; 53 tower(s) within radius
68,Jio,Odisha,Koraput,Koraput,Basuput,428957,18.84478712679008,82.76688677741701,lgd_master,7.0,7.125939381635562,,,,,,,,,Weak,nearest tower 7.13 km; 7 tower(s) within radius
68,Vodafone Idea,Odisha,Koraput,Koraput,Basuput,428957,18.84478712679008,82.76688677741701,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
50,Airtel,Odisha,Koraput,Koraput,Belaput,428921,18.86967970555792,82.71188589279755,lgd_master,41.0,5.639921454795147,,213.281,38.197,2.0,2.514871123217889,,,,Weak,nearest tower 5.64 km; 41 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 2.51 km
50,BSNL,Odisha,Koraput,Koraput,Belaput,428921,18.86967970555792,82.71188589279755,lgd_master,44.0,4.004439326887441,,213.281,38.197,2.0,2.514871123217889,,,,Moderate,nearest tower 4.00 km; 44 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 2.51 km
50,Jio,Odisha,Koraput,Koraput,Belaput,428921,18.86967970555792,82.71188589279755,lgd_master,6.0,6.60895723402604,,213.281,38.197,2.0,2.514871123217889,,,,Weak,nearest tower 6.61 km; 6 tower(s) within radius; village Ookla 213.3 Mbps; nearest Ookla tile 2.51 km
50,Vodafone Idea,Odisha,Koraput,Koraput,Belaput,428921,18.86967970555792,82.71188589279755,lgd_master,,,,213.281,38.197,2.0,2.514871123217889,,,,Moderate,village Ookla 213.3 Mbps; nearest Ookla tile 2.51 km
43,Airtel,Odisha,Koraput,Koraput,Bhejaput,429985,18.8106225943036,82.9723623499046,lgd_master,23.0,1.7554414023557379,,18.581,12.482,1.0,0.9193414336598776,,,,Strong,nearest tower 1.76 km; 23 tower(s) within radius; village Ookla 18.6 Mbps; nearest Ookla tile 0.92 km
43,BSNL,Odisha,Koraput,Koraput,Bhejaput,429985,18.8106225943036,82.9723623499046,lgd_master,49.0,7.120628657725243,,18.581,12.482,1.0,0.9193414336598776,,,,Weak,nearest tower 7.12 km; 49 tower(s) within radius; village Ookla 18.6 Mbps; nearest Ookla tile 0.92 km
43,Jio,Odisha,Koraput,Koraput,Bhejaput,429985,18.8106225943036,82.9723623499046,lgd_master,31.0,7.120628657725243,,18.581,12.482,1.0,0.9193414336598776,,,,Weak,nearest tower 7.12 km; 31 tower(s) within radius; village Ookla 18.6 Mbps; nearest Ookla tile 0.92 km
43,Vodafone Idea,Odisha,Koraput,Koraput,Bhejaput,429985,18.8106225943036,82.9723623499046,lgd_master,4.0,7.120628657725243,,18.581,12.482,1.0,0.9193414336598776,,,,Weak,nearest tower 7.12 km; 4 tower(s) within radius; village Ookla 18.6 Mbps; nearest Ookla tile 0.92 km
1,Airtel,Odisha,Koraput,Koraput,Bhoiguda,428991,18.73744910060446,82.72853464907362,lgd_master,55.0,3.3696434658801264,,277.166,16.819,6.0,4.417338886746265,,,,Moderate,nearest tower 3.37 km; 55 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 4.42 km
1,BSNL,Odisha,Koraput,Koraput,Bhoiguda,428991,18.73744910060446,82.72853464907362,lgd_master,67.0,2.773556597745565,,277.166,16.819,6.0,4.417338886746265,,,,Moderate,nearest tower 2.77 km; 67 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 4.42 km
1,Jio,Odisha,Koraput,Koraput,Bhoiguda,428991,18.73744910060446,82.72853464907362,lgd_master,8.0,4.86266911908264,,277.166,16.819,6.0,4.417338886746265,,,,Moderate,nearest tower 4.86 km; 8 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 4.42 km
1,Vodafone Idea,Odisha,Koraput,Koraput,Bhoiguda,428991,18.73744910060446,82.72853464907362,lgd_master,,,,277.166,16.819,6.0,4.417338886746265,,,,Moderate,village Ookla 277.2 Mbps; nearest Ookla tile 4.42 km
11,Airtel,Odisha,Koraput,Koraput,Bogeipodar,428967,18.84218212702632,82.64509436817087,lgd_master,195.0,1.4441247028583755,,42.502,12.975,1.0,2.2831480859079445,,,,Strong,nearest tower 1.44 km; 195 tower(s) within radius; village Ookla 42.5 Mbps; nearest Ookla tile 2.28 km
11,BSNL,Odisha,Koraput,Koraput,Bogeipodar,428967,18.84218212702632,82.64509436817087,lgd_master,127.0,1.4441247028583755,,42.502,12.975,1.0,2.2831480859079445,,,,Strong,nearest tower 1.44 km; 127 tower(s) within radius; village Ookla 42.5 Mbps; nearest Ookla tile 2.28 km
11,Jio,Odisha,Koraput,Koraput,Bogeipodar,428967,18.84218212702632,82.64509436817087,lgd_master,37.0,6.131719378041481,,42.502,12.975,1.0,2.2831480859079445,,,,Weak,nearest tower 6.13 km; 37 tower(s) within radius; village Ookla 42.5 Mbps; nearest Ookla tile 2.28 km
11,Vodafone Idea,Odisha,Koraput,Koraput,Bogeipodar,428967,18.84218212702632,82.64509436817087,lgd_master,13.0,8.155533015613793,,42.502,12.975,1.0,2.2831480859079445,,,,Weak,nearest tower 8.16 km; 13 tower(s) within radius; village Ookla 42.5 Mbps; nearest Ookla tile 2.28 km
25,Airtel,Odisha,Koraput,Koraput,Bondakotra,428892,18.9121234812509,82.71342138480337,lgd_master,,,,1.184,0.547,1.0,2.69936347368747,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 2.70 km
25,BSNL,Odisha,Koraput,Koraput,Bondakotra,428892,18.9121234812509,82.71342138480337,lgd_master,2.0,7.72569928777672,,1.184,0.547,1.0,2.69936347368747,,,,Weak,nearest tower 7.73 km; 2 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 2.70 km
25,Jio,Odisha,Koraput,Koraput,Bondakotra,428892,18.9121234812509,82.71342138480337,lgd_master,,,,1.184,0.547,1.0,2.69936347368747,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 2.70 km
25,Vodafone Idea,Odisha,Koraput,Koraput,Bondakotra,428892,18.9121234812509,82.71342138480337,lgd_master,,,,1.184,0.547,1.0,2.69936347368747,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 2.70 km
15,Airtel,Odisha,Koraput,Koraput,Challor,429993,18.73303235115716,82.96006598169285,lgd_master,23.0,4.355088120800707,,14.076,2.961,1.0,0.8320573098846432,,,,Moderate,nearest tower 4.36 km; 23 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 0.83 km
15,BSNL,Odisha,Koraput,Koraput,Challor,429993,18.73303235115716,82.96006598169285,lgd_master,52.0,3.188848481895869,,14.076,2.961,1.0,0.8320573098846432,,,,Moderate,nearest tower 3.19 km; 52 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 0.83 km
15,Jio,Odisha,Koraput,Koraput,Challor,429993,18.73303235115716,82.96006598169285,lgd_master,42.0,4.624267668006962,,14.076,2.961,1.0,0.8320573098846432,,,,Moderate,nearest tower 4.62 km; 42 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 0.83 km
15,Vodafone Idea,Odisha,Koraput,Koraput,Challor,429993,18.73303235115716,82.96006598169285,lgd_master,4.0,5.173687883443738,,14.076,2.961,1.0,0.8320573098846432,,,,Weak,nearest tower 5.17 km; 4 tower(s) within radius; village Ookla 14.1 Mbps; nearest Ookla tile 0.83 km
32,Airtel,Odisha,Koraput,Koraput,Chandalaguda,428984,18.76110817910234,82.6904878565326,lgd_master,56.0,4.461944518504412,,162.299,6.292,31.0,3.517826699735723,,,,Moderate,nearest tower 4.46 km; 56 tower(s) within radius; village Ookla 162.3 Mbps; nearest Ookla tile 3.52 km
32,BSNL,Odisha,Koraput,Koraput,Chandalaguda,428984,18.76110817910234,82.6904878565326,lgd_master,45.0,4.461944518504412,,162.299,6.292,31.0,3.517826699735723,,,,Moderate,nearest tower 4.46 km; 45 tower(s) within radius; village Ookla 162.3 Mbps; nearest Ookla tile 3.52 km
32,Jio,Odisha,Koraput,Koraput,Chandalaguda,428984,18.76110817910234,82.6904878565326,lgd_master,7.0,5.251837666410097,,162.299,6.292,31.0,3.517826699735723,,,,Weak,nearest tower 5.25 km; 7 tower(s) within radius; village Ookla 162.3 Mbps; nearest Ookla tile 3.52 km
32,Vodafone Idea,Odisha,Koraput,Koraput,Chandalaguda,428984,18.76110817910234,82.6904878565326,lgd_master,,,,162.299,6.292,31.0,3.517826699735723,,,,Moderate,village Ookla 162.3 Mbps; nearest Ookla tile 3.52 km
85,Airtel,Odisha,Koraput,Koraput,Chappar,428974,18.81621701662167,82.67888695197901,lgd_master,63.0,0.4348575974879868,,539.289,57.4,3.0,0.23125434431173186,,,,Strong,nearest tower 0.43 km; 63 tower(s) within radius; village Ookla 539.3 Mbps; nearest Ookla tile 0.23 km
85,BSNL,Odisha,Koraput,Koraput,Chappar,428974,18.81621701662167,82.67888695197901,lgd_master,43.0,1.2439621040523057,,539.289,57.4,3.0,0.23125434431173186,,,,Strong,nearest tower 1.24 km; 43 tower(s) within radius; village Ookla 539.3 Mbps; nearest Ookla tile 0.23 km
85,Jio,Odisha,Koraput,Koraput,Chappar,428974,18.81621701662167,82.67888695197901,lgd_master,7.0,3.3509967657519617,,539.289,57.4,3.0,0.23125434431173186,,,,Moderate,nearest tower 3.35 km; 7 tower(s) within radius; village Ookla 539.3 Mbps; nearest Ookla tile 0.23 km
85,Vodafone Idea,Odisha,Koraput,Koraput,Chappar,428974,18.81621701662167,82.67888695197901,lgd_master,,,,539.289,57.4,3.0,0.23125434431173186,,,,Moderate,village Ookla 539.3 Mbps; nearest Ookla tile 0.23 km
51,Airtel,Odisha,Koraput,Koraput,Chatiguda,428915,18.89915338875419,82.73107004822526,lgd_master,6.0,9.353343570122188,,1.184,0.547,1.0,0.3929341741527086,,,,Weak,nearest tower 9.35 km; 6 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 0.39 km
51,BSNL,Odisha,Koraput,Koraput,Chatiguda,428915,18.89915338875419,82.73107004822526,lgd_master,16.0,7.652489336657874,,1.184,0.547,1.0,0.3929341741527086,,,,Weak,nearest tower 7.65 km; 16 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 0.39 km
51,Jio,Odisha,Koraput,Koraput,Chatiguda,428915,18.89915338875419,82.73107004822526,lgd_master,,,,1.184,0.547,1.0,0.3929341741527086,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 0.39 km
51,Vodafone Idea,Odisha,Koraput,Koraput,Chatiguda,428915,18.89915338875419,82.73107004822526,lgd_master,,,,1.184,0.547,1.0,0.3929341741527086,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 0.39 km
92,Airtel,Odisha,Koraput,Koraput,Chindri,953235,18.8107042147205,82.74000143439493,lgd_master,54.0,2.109829002949964,,92.362,4.672,4.0,1.944194035773772,,,,Moderate,nearest tower 2.11 km; 54 tower(s) within radius; village Ookla 92.4 Mbps; nearest Ookla tile 1.94 km
92,BSNL,Odisha,Koraput,Koraput,Chindri,953235,18.8107042147205,82.74000143439493,lgd_master,50.0,0.07795076233265144,,92.362,4.672,4.0,1.944194035773772,,,,Strong,nearest tower 0.08 km; 50 tower(s) within radius; village Ookla 92.4 Mbps; nearest Ookla tile 1.94 km
92,Jio,Odisha,Koraput,Koraput,Chindri,953235,18.8107042147205,82.74000143439493,lgd_master,7.0,2.5226669282283827,,92.362,4.672,4.0,1.944194035773772,,,,Moderate,nearest tower 2.52 km; 7 tower(s) within radius; village Ookla 92.4 Mbps; nearest Ookla tile 1.94 km
92,Vodafone Idea,Odisha,Koraput,Koraput,Chindri,953235,18.8107042147205,82.74000143439493,lgd_master,,,,92.362,4.672,4.0,1.944194035773772,,,,Moderate,village Ookla 92.4 Mbps; nearest Ookla tile 1.94 km
76,Airtel,Odisha,Koraput,Koraput,Chougaon,429974,18.77115418649382,82.84482388714743,lgd_master,60.0,1.3353997437704197,,14.754,6.837,1.0,2.0620427416892513,,,,Strong,nearest tower 1.34 km; 60 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 2.06 km
76,BSNL,Odisha,Koraput,Koraput,Chougaon,429974,18.77115418649382,82.84482388714743,lgd_master,120.0,3.485974238396524,,14.754,6.837,1.0,2.0620427416892513,,,,Moderate,nearest tower 3.49 km; 120 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 2.06 km
76,Jio,Odisha,Koraput,Koraput,Chougaon,429974,18.77115418649382,82.84482388714743,lgd_master,47.0,2.3963068991686596,,14.754,6.837,1.0,2.0620427416892513,,,,Moderate,nearest tower 2.40 km; 47 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 2.06 km
76,Vodafone Idea,Odisha,Koraput,Koraput,Chougaon,429974,18.77115418649382,82.84482388714743,lgd_master,8.0,3.485974238396524,,14.754,6.837,1.0,2.0620427416892513,,,,Moderate,nearest tower 3.49 km; 8 tower(s) within radius; village Ookla 14.8 Mbps; nearest Ookla tile 2.06 km
26,Airtel,Odisha,Koraput,Koraput,Dakra,428890,18.9257947432634,82.69051843265927,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
26,BSNL,Odisha,Koraput,Koraput,Dakra,428890,18.9257947432634,82.69051843265927,lgd_master,1.0,8.462567495275144,,,,,,,,,Weak,nearest tower 8.46 km; 1 tower(s) within radius
26,Jio,Odisha,Koraput,Koraput,Dakra,428890,18.9257947432634,82.69051843265927,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
26,Vodafone Idea,Odisha,Koraput,Koraput,Dakra,428890,18.9257947432634,82.69051843265927,lgd_master,,,,,,,,,,,Unknown,No tower or Ookla evidence available.
47,Airtel,Odisha,Koraput,Koraput,Damanjodi (Ct),429994,18.76347777039094,82.91424596972435,lgd_master,43.0,0.5905029058246519,,211.68,15.487,18.0,0.3060880710314265,,,,Strong,nearest tower 0.59 km; 43 tower(s) within radius; village Ookla 211.7 Mbps; nearest Ookla tile 0.31 km
47,BSNL,Odisha,Koraput,Koraput,Damanjodi (Ct),429994,18.76347777039094,82.91424596972435,lgd_master,73.0,0.5905029058246519,,211.68,15.487,18.0,0.3060880710314265,,,,Strong,nearest tower 0.59 km; 73 tower(s) within radius; village Ookla 211.7 Mbps; nearest Ookla tile 0.31 km
47,Jio,Odisha,Koraput,Koraput,Damanjodi (Ct),429994,18.76347777039094,82.91424596972435,lgd_master,46.0,0.5905029058246519,,211.68,15.487,18.0,0.3060880710314265,,,,Strong,nearest tower 0.59 km; 46 tower(s) within radius; village Ookla 211.7 Mbps; nearest Ookla tile 0.31 km
47,Vodafone Idea,Odisha,Koraput,Koraput,Damanjodi (Ct),429994,18.76347777039094,82.91424596972435,lgd_master,8.0,0.7186054556488066,,211.68,15.487,18.0,0.3060880710314265,,,,Strong,nearest tower 0.72 km; 8 tower(s) within radius; village Ookla 211.7 Mbps; nearest Ookla tile 0.31 km
93,Airtel,Odisha,Koraput,Koraput,Dangadeula,953234,18.77801266871023,82.71653945175869,lgd_master,55.0,1.376122910745278,,162.299,6.292,31.0,0.3878645091087547,,,,Strong,nearest tower 1.38 km; 55 tower(s) within radius; village Ookla 162.3 Mbps; nearest Ookla tile 0.39 km
93,BSNL,Odisha,Koraput,Koraput,Dangadeula,953234,18.77801266871023,82.71653945175869,lgd_master,51.0,1.376122910745278,,162.299,6.292,31.0,0.3878645091087547,,,,Strong,nearest tower 1.38 km; 51 tower(s) within radius; village Ookla 162.3 Mbps; nearest Ookla tile 0.39 km
93,Jio,Odisha,Koraput,Koraput,Dangadeula,953234,18.77801266871023,82.71653945175869,lgd_master,7.0,1.942810273334963,,162.299,6.292,31.0,0.3878645091087547,,,,Strong,nearest tower 1.94 km; 7 tower(s) within radius; village Ookla 162.3 Mbps; nearest Ookla tile 0.39 km
93,Vodafone Idea,Odisha,Koraput,Koraput,Dangadeula,953234,18.77801266871023,82.71653945175869,lgd_master,,,,162.299,6.292,31.0,0.3878645091087547,,,,Moderate,village Ookla 162.3 Mbps; nearest Ookla tile 0.39 km
69,Airtel,Odisha,Koraput,Koraput,Desnaikguda,428958,18.85812542432399,82.76000050295293,lgd_master,47.0,6.79353949085869,,1.184,0.547,1.0,4.284162860561649,,,,Weak,nearest tower 6.79 km; 47 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 4.28 km
69,BSNL,Odisha,Koraput,Koraput,Desnaikguda,428958,18.85812542432399,82.76000050295293,lgd_master,51.0,2.909997962313488,,1.184,0.547,1.0,4.284162860561649,,,,Moderate,nearest tower 2.91 km; 51 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 4.28 km
69,Jio,Odisha,Koraput,Koraput,Desnaikguda,428958,18.85812542432399,82.76000050295293,lgd_master,7.0,7.493317521468528,,1.184,0.547,1.0,4.284162860561649,,,,Weak,nearest tower 7.49 km; 7 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 4.28 km
69,Vodafone Idea,Odisha,Koraput,Koraput,Desnaikguda,428958,18.85812542432399,82.76000050295293,lgd_master,,,,1.184,0.547,1.0,4.284162860561649,,,,Unknown,village Ookla 1.2 Mbps; nearest Ookla tile 4.28 km
12,Airtel,Odisha,Koraput,Koraput,Devighat,428968,18.83446001095374,82.62877585219279,lgd_master,197.0,0.5102420166934339,,218.213,8.276,6.0,3.2384073824640405,,,,Strong,nearest tower 0.51 km; 197 tower(s) within radius; village Ookla 218.2 Mbps; nearest Ookla tile 3.24 km
12,BSNL,Odisha,Koraput,Koraput,Devighat,428968,18.83446001095374,82.62877585219279,lgd_master,124.0,0.5102420166934339,,218.213,8.276,6.0,3.2384073824640405,,,,Strong,nearest tower 0.51 km; 124 tower(s) within radius; village Ookla 218.2 Mbps; nearest Ookla tile 3.24 km
12,Jio,Odisha,Koraput,Koraput,Devighat,428968,18.83446001095374,82.62877585219279,lgd_master,43.0,4.968838674587024,,218.213,8.276,6.0,3.2384073824640405,,,,Moderate,nearest tower 4.97 km; 43 tower(s) within radius; village Ookla 218.2 Mbps; nearest Ookla tile 3.24 km
12,Vodafone Idea,Odisha,Koraput,Koraput,Devighat,428968,18.83446001095374,82.62877585219279,lgd_master,13.0,6.808547650578463,,218.213,8.276,6.0,3.2384073824640405,,,,Weak,nearest tower 6.81 km; 13 tower(s) within radius; village Ookla 218.2 Mbps; nearest Ookla tile 3.24 km
94,Airtel,Odisha,Koraput,Koraput,Disari Kharaguda,956685,18.76717975655157,82.7479115441162,lgd_master,67.0,0.38202683793332654,,277.166,16.819,6.0,1.1118111477503922,,,,Strong,nearest tower 0.38 km; 67 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.11 km
94,BSNL,Odisha,Koraput,Koraput,Disari Kharaguda,956685,18.76717975655157,82.7479115441162,lgd_master,82.0,1.1521744609202138,,277.166,16.819,6.0,1.1118111477503922,,,,Strong,nearest tower 1.15 km; 82 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.11 km
94,Jio,Odisha,Koraput,Koraput,Disari Kharaguda,956685,18.76717975655157,82.7479115441162,lgd_master,9.0,1.64609680084183,,277.166,16.819,6.0,1.1118111477503922,,,,Strong,nearest tower 1.65 km; 9 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.11 km
94,Vodafone Idea,Odisha,Koraput,Koraput,Disari Kharaguda,956685,18.76717975655157,82.7479115441162,lgd_master,1.0,9.585030310796144,,277.166,16.819,6.0,1.1118111477503922,,,,Weak,nearest tower 9.59 km; 1 tower(s) within radius; village Ookla 277.2 Mbps; nearest Ookla tile 1.11 km
52,Airtel,Odisha,Koraput,Koraput,Dolaiput,428926,18.86206695161244,82.74940035853955,lgd_master,46.0,6.54356850610785,,1.184,0.547,1.0,3.3876108759110077,,,,Weak,nearest tower 6.54 km; 46 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 3.39 km
52,BSNL,Odisha,Koraput,Koraput,Dolaiput,428926,18.86206695161244,82.74940035853955,lgd_master,49.0,3.550132393534187,,1.184,0.547,1.0,3.3876108759110077,,,,Moderate,nearest tower 3.55 km; 49 tower(s) within radius; village Ookla 1.2 Mbps; nearest Ookla tile 3.39 km
